code,date,open,high,low,close,volume,money,turnover,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f,quality_value_assets_debt_ratio,quality_value_basic_eps,quality_value_calc_per_net_assets,quality_value_calculate_operating_income_total_yoy_growth_ratio,quality_value_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_value_deduct_net_profit_yoy_growth_ratio,quality_value_equity_ratio,quality_value_index_deduct_holder_net_profit,quality_value_index_full_diluted_roe,quality_value_index_per_operating_cash_flow_net,quality_value_index_weighted_avg_roe,quality_value_operating_income_total,quality_value_parent_holder_net_profit,quality_value_per_capital_reserve,quality_value_per_undistributed_profits,quality_value_sale_net_interest_ratio,quality_single_basic_eps,quality_single_calculate_operating_income_total_yoy_growth_ratio,quality_single_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_single_deduct_net_profit_yoy_growth_ratio,quality_single_index_deduct_holder_net_profit,quality_single_index_full_diluted_roe,quality_single_index_per_operating_cash_flow_net,quality_single_index_weighted_avg_roe,quality_single_operating_income_total,quality_single_parent_holder_net_profit,quality_single_sale_net_interest_ratio,quality_yoy_assets_debt_ratio,quality_yoy_basic_eps,quality_yoy_calc_per_net_assets,quality_yoy_calculate_operating_income_total_yoy_growth_ratio,quality_yoy_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_yoy_deduct_net_profit_yoy_growth_ratio,quality_yoy_equity_ratio,quality_yoy_index_deduct_holder_net_profit,quality_yoy_index_full_diluted_roe,quality_yoy_index_per_operating_cash_flow_net,quality_yoy_index_weighted_avg_roe,quality_yoy_operating_income_total,quality_yoy_parent_holder_net_profit,quality_yoy_per_capital_reserve,quality_yoy_per_undistributed_profits,quality_yoy_sale_net_interest_ratio,quality_mom_basic_eps,quality_mom_calculate_operating_income_total_yoy_growth_ratio,quality_mom_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_mom_deduct_net_profit_yoy_growth_ratio,quality_mom_index_deduct_holder_net_profit,quality_mom_index_full_diluted_roe,quality_mom_index_per_operating_cash_flow_net,quality_mom_index_weighted_avg_roe,quality_mom_operating_income_total,quality_mom_parent_holder_net_profit,quality_mom_sale_net_interest_ratio,quality_single_yoy_basic_eps,quality_single_yoy_calculate_operating_income_total_yoy_growth_ratio,quality_single_yoy_calculate_parent_holder_net_profit_yoy_growth_ratio,quality_single_yoy_deduct_net_profit_yoy_growth_ratio,quality_single_yoy_index_deduct_holder_net_profit,quality_single_yoy_index_full_diluted_roe,quality_single_yoy_index_per_operating_cash_flow_net,quality_single_yoy_index_weighted_avg_roe,quality_single_yoy_operating_income_total,quality_single_yoy_parent_holder_net_profit,quality_single_yoy_sale_net_interest_ratio,statDate,pubDate,quality_value_business_cycle,quality_value_conservative_quick_ratio,quality_value_current_ratio,quality_value_inventory_turnover_days,quality_value_inventory_turnover_ratio,quality_value_quick_ratio,quality_value_receive_accounts_turnover_days,quality_value_sale_gross_margin,quality_single_sale_gross_margin,quality_yoy_business_cycle,quality_yoy_conservative_quick_ratio,quality_yoy_current_ratio,quality_yoy_inventory_turnover_days,quality_yoy_inventory_turnover_ratio,quality_yoy_quick_ratio,quality_yoy_receive_accounts_turnover_days,quality_yoy_sale_gross_margin,quality_mom_sale_gross_margin,quality_single_yoy_sale_gross_margin
sh600519,2023-06-06,1670.0,1684.0,1651.55,1666.99,1991392.0,3326778183.0,0.0015852535325248,29.246063811420132,15.054669986787223,31.209608576684612,10.0076195407548,1509.8272980102463,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-07,1672.99,1678.8,1650.0,1650.9,1788964.0,2971782064.0,0.0014241101202374,28.963777075011546,14.909360392796016,30.908369455874737,9.911024721103368,1495.254252446095,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-08,1655.83,1675.0,1650.01,1668.0,1470272.0,2441569677.0,0.0011704144044831,29.2637834884725,15.063791347255286,31.228517931067337,10.01368298188892,1510.742075885933,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-09,1671.99,1677.97,1666.0,1666.0,1758041.0,2938014322.0,0.00139949377399,29.228695019061863,15.04572924731853,31.191073664962936,10.001676167761952,1508.9306345479404,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-12,1666.02,1708.0,1661.52,1696.0,2702944.0,4562308599.0,0.0021516866213266,29.75502206022144,15.316660746369884,31.752737656528897,10.181778379666431,1536.102254617831,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-13,1693.88,1704.61,1685.0,1699.0,1466254.0,2485398902.0,0.0011672158636163,29.8076547643374,15.343753896275018,31.808904055685492,10.19978860085688,1538.8194166248202,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-14,1719.0,1734.24,1706.21,1726.88,3150580.0,5438040356.0,0.0025080285923124,30.296788027921703,15.595539569393411,32.33087712518079,10.367163589786774,1564.070908876439,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-15,1730.34,1755.65,1723.0,1755.0,2522257.0,4395900802.0,0.00200785019684,30.79013190783528,15.849492694504212,32.857343506608615,10.535979396411902,1589.5397740886165,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-16,1757.0,1800.0,1750.1,1797.69,3791789.0,6742301361.0,0.003018464926463,31.539095287405356,16.23502821765429,33.656591366606975,10.792264843951973,1628.2049894480713,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-19,1790.0,1797.95,1738.0,1744.0,3169992.0,5584248725.0,0.0025234815727268,30.597145326076767,15.75015114485205,32.65140004303443,10.469941918713594,1579.5768467296566,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-20,1740.0,1765.0,1735.0,1743.46,2094674.0,3659824529.0,0.0016674714762277,30.587671439335892,15.745274377869126,32.64129009118624,10.466700078899311,1579.0877575683987,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-21,1740.0,1756.6,1735.0,1735.83,1772061.0,3088635934.0,0.0014106544367455,30.453808928534308,15.676367466610396,32.49844021599797,10.42089408300494,1572.1771088639562,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-26,1720.11,1730.0,1695.0,1709.0,2399268.0,4098619510.0,0.0019099444370942,29.98309711139059,15.434064395958805,31.99612538620748,10.259822671491705,1547.8766233147835,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-27,1709.99,1719.7,1700.09,1711.05,1517446.0,2598138744.0,0.0012079674076805,30.019062792536495,15.45257804839398,32.034505758964485,10.272129655971844,1549.7333506862265,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-28,1713.18,1734.0,1711.0,1728.38,1857356.0,3199294221.0,0.001478553775528,30.32310437997968,15.609086144345978,32.35896032475909,10.376168700381998,1565.4294898799335,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-29,1731.0,1734.99,1713.01,1713.71,1423116.0,2446524134.0,0.0011328757302392,30.065730456852645,15.476600641309869,32.08430663288333,10.288098718760708,1552.1425676657568,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-06-30,1700.0,1708.99,1686.48,1691.0,2045869.0,3472586730.0,0.0016286201106227,29.667300886694846,15.271505496527991,31.659126991267904,10.151761344349016,1555.0853667038716,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-07-03,1699.0,1725.28,1692.0,1724.1,1913909.0,3286737792.0,0.0015235729596087,30.248015055440913,15.570433250481315,32.278829595295676,10.35047411815029,1585.5249442543732,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-07-04,1724.2,1734.44,1718.08,1730.6,1247238.0,2155553635.0,0.0009928675245251,30.362052581025488,15.629135075275777,32.40052346013497,10.389496264062927,1591.502504800544,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
sh600519,2023-07-05,1730.0,1731.97,1700.0,1715.38,1474539.0,2523960725.0,0.0011738111625414,30.09502932881053,15.49168249475706,32.11557259508051,10.298124408556724,1577.5058168755102,12.3562,16.55,173.759,18.658245,20.585217,20.5034,0.1463,20778475545.61,9.5269,4.1751,10.0,39379301807.75,20794882754.55,1.0945,144.9397,55.5393,16.5538,18.658245,20.585217,20.5034,20778475545.61,10.0028,4.1751,10.0,39379301807.75,20794882754.55,55.5393,-0.14678912,0.20538966,0.05557857,0.02224782,-0.12701699,-0.12505761,-0.16875,0.2050338,0.14236894,1.76275645,0.14942529,0.18658245,0.20585217,0.0,0.02310136,-0.00085092,0.13529936,0.12887755,0.00129006,-0.01673197,0.12934838,0.1037207,-0.80783729,0.19760479,0.04266097,0.13523733,0.07632634,0.20585086,0.02224782,-0.12701699,-0.12505761,0.2050338,0.14941683,1.76275645,0.14942529,0.18658245,0.20585217,-0.00085092,2023-03-31,2023-05-15,1236.3558,2.3082,6.9427,1236.2637,0.0728,5.6628,0.0921,92.5956,92.5956,0.00831687,0.47715346,0.16162765,0.00824176,-0.00817439,0.1255814,,0.00246731,0.00813514,0.00246731
